Rede1		Rede2		Rede3
2.91571561	3.47493059	6.14951585
2.91571561	3.47493059	6.14951585
2.91571561	3.47493059	6.14951585
2.05245109	4.55956448	9.00237426
1.83141829	2.63246559	6.21950563
1.83141829	2.63246559	6.21950563
1.76834217	3.16901458	8.99132237
2.62972013	3.16844763	4.61807500
2.62972013	3.16844763	4.61807500
2.76088266	4.89497448	8.46364136
2.76088266	4.89497448	8.46364136
2.34089355	3.90038455	10.38961246
2.34089355	3.90038455	10.38961246
3.76715369	5.19309285	8.59852362
3.76715369	5.19309285	8.59852362
2.18515224	3.42493763	7.68899577
2.18515224	3.42493763	7.68899577
2.18515224	2.49989176	7.68899577
2.28313719	2.49989176	19.08079838
2.28313719	1.78301836	19.08079838
4.68687495	1.78301836	6.20162217
4.68687495	3.60813148	6.20162217
2.31204909	4.51624881	6.19386833
2.40714994	4.51624881	10.82863574
2.40714994	4.47514880	10.82863574
1.76667882	4.47514880	10.82937153
1.76667882	2.29525987	10.82937153
2.20783750	2.35706428	10.20466497
1.83136783	2.35706428	8.03816651
1.83136783	2.00917822	8.03816651
1.32212191	2.00917822	9.71022648
1.32212191	3.39961473	9.71022648
1.09492283	2.91056825	8.66703566
3.38305552	2.91056825	8.25393449
3.38305552	2.91056825	8.25393449
3.38305552	3.21116452	8.25393449
2.14606066	2.48214323	9.41935667
1.88656579	2.48214323	5.69720833
1.88656579	2.73583443	5.69720833
4.28773561	2.73583443	9.52195284
4.28773561	4.06585847	9.52195284
2.39772941	2.06191947	9.64021944
2.39576414	2.06191947	8.22852738
2.39576414	2.27988441	8.22852738
2.73344612	3.75310033	5.39503562
4.70994075	3.75310033	9.78363775
4.70994075	4.12510587	9.78363775
1.39920671	3.70594875	4.04721000
2.78540014	2.46182529	6.22360667
9.82623106	2.46182529	6.34240472
9.82623106	1.85552711	6.34240472
1.47061651	1.85552711	6.35196062
1.47061651	7.28820943	6.35196062
2.54124099	7.28820943	5.59664151
2.54124099	5.01536088	5.59664151
6.02828051	2.75623377	6.75043376
1.02382406	3.16010903	5.40077492
1.64450605	2.21469184	5.96752850
1.80682250	2.21469184	4.22662381
1.80682250	3.62670191	4.22662381
2.64266894	3.62670191	7.55630031
2.64266894	5.60530385	7.55630031
2.40815724	5.60530385	6.90903008
2.40815724	2.33796678	6.90903008
2.10658862	1.90908908	5.67597742
0.90798375	1.90908908	7.91482063
0.90798375	2.53021972	7.91482063
2.26420625	2.53021972	6.80240011
2.26420625	5.10099022	6.80240011
4.06401489	5.10099022	6.81872981
4.06401489	6.05114547	6.81872981
1.86384776	3.16831426	6.32762127
1.98485447	3.16831426	5.78144320
