Rede1		Rede2		Rede3
3.85375480	19.36287967	106.83668084
3.85375480	19.36287967	106.83668084
3.85375480	19.36287967	106.83668084
2.46905635	14.27556973	139.34536322
2.30120618	6.06673151	99.41834238
2.30120618	6.06673151	99.41834238
2.20928151	5.61026014	159.10905001
3.07484158	14.52121572	59.10940132
3.07484158	14.52121572	59.10940132
3.44259198	11.98154491	150.97135498
3.44259198	11.98154491	150.97135498
2.85908974	8.85258553	132.29272283
2.85908974	8.85258553	132.29272283
12.94186107	16.03476719	93.25224288
12.94186107	16.03476719	93.25224288
2.55639572	8.80274908	235.23992022
2.55639572	8.80274908	235.23992022
2.55639572	15.92022201	235.23992022
2.87066406	15.92022201	437.94706605
2.87066406	2.27666566	437.94706605
27.77937575	2.27666566	73.14790732
27.77937575	8.10600401	73.14790732
2.99831839	15.00596017	68.86310759
2.89489077	15.00596017	228.42593765
2.89489077	8.83778388	228.42593765
2.09994000	8.83778388	200.77616162
2.09994000	4.09597303	200.77616162
2.67785467	3.35110895	310.57014014
2.30541849	3.35110895	75.33173771
2.30541849	2.24120737	75.33173771
1.77617322	2.24120737	132.44925736
1.77617322	5.54908733	132.44925736
1.44155763	4.50160539	228.43118398
12.85664571	4.50160539	105.08269399
12.85664571	4.50160539	105.08269399
12.85664571	9.26234071	105.08269399
2.34665375	3.36201540	212.09480952
2.36013059	3.36201540	42.54990694
2.36013059	5.65421561	42.54990694
24.08214356	5.65421561	179.01751939
24.08214356	8.49330840	179.01751939
3.02998836	2.62172276	193.38045694
3.11966270	2.62172276	111.35665811
3.11966270	2.90045882	111.35665811
3.30287178	7.96603803	43.28410500
30.18151168	7.96603803	141.64829605
30.18151168	12.76703983	141.64829605
1.78433513	7.69133546	10.79425469
14.86802443	3.41278914	111.29527021
54.30841653	3.41278914	63.81006569
54.30841653	2.65019678	63.81006569
1.75854480	2.65019678	93.99773628
1.75854480	67.10085490	93.99773628
3.23960401	67.10085490	83.83329217
3.23960401	27.50859637	83.83329217
34.91324018	7.82738416	94.44229522
1.42544374	7.26286697	30.71781126
2.03448553	3.21788132	46.55631689
2.46814375	3.21788132	29.23729566
2.46814375	5.80955884	29.23729566
14.58512646	5.80955884	132.29345831
14.58512646	20.46093170	132.29345831
